x,y,z,phenotype,oxygen,C,b,d,sim_time
3,-4,9,surface,0.955665,0.044335,0.738966,0.0133,40
-7,-5,-10,surface,0.996776,0.003224,0.627743,0.000967,40
14,-4,0,surface,0.999998,2e-06,0.629998,1e-06,40
-4,-15,-9,surface,0.990727,0.009273,0.763509,0.002782,40
14,6,7,surface,0.996889,0.003111,0.767822,0.000933,40
14,4,6,surface,0.996905,0.003095,0.767833,0.000929,40
1,-14,6,surface,0.996909,0.003091,0.767836,0.000927,40
3,13,12,surface,0.999991,9e-06,0.769994,3e-06,40
-4,-16,-8,surface,0.996909,0.003091,0.627836,0.000927,40
-5,7,13,surface,1.0,0.0,0.77,0.0,40
0,-7,13,surface,0.999753,0.000247,0.629827,7.4e-05,40
1,-7,10,surface,0.990695,0.009305,0.763487,0.002791,40
-8,7,-12,surface,0.972395,0.027605,0.750677,0.008281,40
9,2,-16,surface,0.996909,0.003091,0.627836,0.000927,40
-10,14,4,surface,1.0,0.0,0.63,0.0,40
-6,-10,12,surface,0.99917,0.00083,0.629419,0.000249,40
-11,-4,-10,surface,0.999998,2e-06,0.629999,1e-06,40
8,14,9,surface,1.0,0.0,0.77,0.0,40
-5,-15,-8,surface,0.987636,0.012364,0.761345,0.003709,40
-15,3,-11,surface,0.998661,0.001339,0.629063,0.000402,40
10,-6,-10,surface,0.999999,1e-06,0.769999,0.0,40
13,8,7,surface,0.999558,0.000442,0.629691,0.000133,40
13,2,-12,surface,0.987575,0.012425,0.621303,0.003727,40
-5,-1,15,surface,0.996909,0.003091,0.627836,0.000927,40
11,-7,-2,surface,0.990443,0.009557,0.76331,0.002867,40
12,-6,-8,surface,0.999996,4e-06,0.769997,1e-06,40
9,-10,4,surface,0.999558,0.000442,0.62969,0.000133,40
3,-4,8,surface,0.989648,0.010352,0.762754,0.003106,40
12,-5,3,surface,0.999558,0.000442,0.629691,0.000133,40
12,-5,-9,surface,0.996909,0.003091,0.767836,0.000927,40
16,7,-3,surface,0.993818,0.006182,0.765673,0.001855,40
13,4,7,surface,0.996908,0.003092,0.767836,0.000927,40
16,0,-4,surface,1.0,0.0,0.77,0.0,40
-16,1,-5,surface,0.996926,0.003074,0.627848,0.000922,40
8,-4,-12,surface,0.990727,0.009273,0.763509,0.002782,40
11,-10,-3,surface,0.996909,0.003091,0.627836,0.000927,40
10,-9,0,surface,0.990653,0.009347,0.623457,0.002804,40
-9,8,8,surface,0.990727,0.009273,0.763509,0.002782,40
5,0,11,surface,0.999431,0.000569,0.769602,0.000171,40
5,3,11,surface,0.976569,0.023431,0.753599,0.007029,40
-1,1,13,surface,0.996405,0.003595,0.627484,0.001078,40
-8,8,9,surface,0.990727,0.009273,0.763509,0.002782,40
9,-11,2,surface,0.987507,0.012493,0.761255,0.003748,40
-3,-10,11,surface,0.999904,9.6e-05,0.629933,2.9e-05,40
-5,-12,10,surface,0.995999,0.004001,0.6272,0.0012,40
-16,7,-5,surface,0.999557,0.000443,0.76969,0.000133,40
-5,-10,13,surface,0.998949,0.001051,0.629264,0.000315,40
-8,9,8,surface,0.990694,0.009306,0.763485,0.002792,40
-14,3,2,surface,0.990629,0.009371,0.76344,0.002811,40
-16,2,-3,surface,0.999897,0.000103,0.629928,3.1e-05,40
1,-6,13,surface,0.996889,0.003111,0.627822,0.000933,40
16,5,-3,surface,0.993818,0.006182,0.765673,0.001855,40
-16,-10,-5,surface,0.999994,6e-06,0.769996,2e-06,40
-5,-15,8,surface,0.999999,1e-06,0.629999,0.0,40
-17,-7,4,surface,0.993818,0.006182,0.765673,0.001855,40
-10,-8,-10,surface,0.996909,0.003091,0.627836,0.000927,40
2,-1,12,surface,0.991756,0.008244,0.624229,0.002473,40
-14,7,-10,surface,1.0,0.0,0.63,0.0,40
14,10,6,surface,1.0,0.0,0.63,0.0,40
4,14,11,surface,1.0,0.0,0.63,0.0,40
15,0,0,surface,0.999493,0.000507,0.629645,0.000152,40
3,16,9,surface,0.996842,0.003158,0.767789,0.000947,40
-16,-2,-6,surface,0.991127,0.008873,0.763789,0.002662,40
9,14,8,surface,1.0,0.0,0.63,0.0,40
-12,1,13,surface,0.996909,0.003091,0.627836,0.000927,40
-15,6,-3,surface,0.999778,0.000222,0.769844,6.7e-05,40
10,-9,1,surface,0.993628,0.006372,0.62554,0.001912,40
-10,-9,-9,surface,0.990727,0.009273,0.763509,0.002782,40
14,-4,-4,surface,1.0,0.0,0.63,0.0,40
-12,2,12,surface,0.993818,0.006182,0.765673,0.001855,40
15,1,-9,surface,0.996909,0.003091,0.627836,0.000927,40
-11,4,13,surface,1.0,0.0,0.77,0.0,40
-15,6,-2,surface,0.999998,2e-06,0.629998,1e-06,40
-1,3,-15,surface,1.0,0.0,0.77,0.0,40
15,9,4,surface,1.0,0.0,0.77,0.0,40
-17,-7,5,surface,0.996909,0.003091,0.767836,0.000927,40
-5,-12,-9,surface,0.985538,0.014462,0.759876,0.004339,40
11,-5,-10,surface,0.996909,0.003091,0.767836,0.000927,40
-1,0,13,surface,0.993544,0.006456,0.765481,0.001937,40
-2,-6,14,surface,1.0,0.0,0.77,0.0,40
-8,-11,-10,surface,1.0,0.0,0.77,0.0,40
10,-4,6,surface,1.0,0.0,0.77,0.0,40
-16,1,-7,surface,0.998224,0.001776,0.768757,0.000533,40
4,-2,10,surface,0.982634,0.017366,0.617843,0.00521,40
-12,-18,1,surface,1.0,0.0,0.63,0.0,40
-5,7,-15,surface,0.996909,0.003091,0.767836,0.000927,40
3,13,-15,surface,1.0,0.0,0.77,0.0,40
-12,6,-13,surface,0.998603,0.001397,0.629022,0.000419,40
11,9,9,surface,0.991757,0.008243,0.62423,0.002473,40
1,11,13,surface,0.999999,1e-06,0.769999,0.0,40
14,9,5,surface,0.999999,1e-06,0.629999,0.0,40
3,-4,-15,surface,0.996908,0.003092,0.627836,0.000928,40
4,10,13,surface,1.0,0.0,0.77,0.0,40
-2,2,-14,surface,0.996909,0.003091,0.767836,0.000927,40
-17,0,4,surface,0.999557,0.000443,0.76969,0.000133,40
8,-13,1,surface,0.999768,0.000232,0.769838,7e-05,40
-15,2,3,surface,0.99999,1e-05,0.629993,3e-06,40
7,4,12,surface,0.999959,4.1e-05,0.769971,1.2e-05,40
-6,6,-15,surface,0.996909,0.003091,0.627836,0.000927,40
-2,2,-15,surface,1.0,0.0,0.63,0.0,40
13,6,9,surface,1.0,0.0,0.77,0.0,40
6,-11,6,surface,1.0,0.0,0.63,0.0,40
-13,3,6,surface,0.996909,0.003091,0.767836,0.000927,40
7,15,9,surface,1.0,0.0,0.77,0.0,40
3,-6,10,surface,0.984301,0.015699,0.759011,0.00471,40
7,1,10,surface,0.999168,0.000832,0.629418,0.00025,40
2,-4,-15,surface,0.996909,0.003091,0.767836,0.000927,40
-11,0,14,surface,0.996909,0.003091,0.627836,0.000927,40
-3,6,-15,surface,0.996909,0.003091,0.767836,0.000927,40
6,5,12,surface,0.999917,8.3e-05,0.629942,2.5e-05,40
11,-7,-6,surface,0.996821,0.003179,0.627774,0.000954,40
9,-7,-10,surface,1.0,0.0,0.77,0.0,40
7,-8,-10,surface,0.996909,0.003091,0.627836,0.000927,40
11,6,10,surface,0.999996,4e-06,0.769997,1e-06,40
-15,-2,10,surface,1.0,0.0,0.77,0.0,40
-14,6,-10,surface,1.0,0.0,0.77,0.0,40
11,-5,4,surface,0.999557,0.000443,0.62969,0.000133,40
14,11,5,surface,0.996909,0.003091,0.627836,0.000927,40
-15,-8,8,surface,0.999938,6.2e-05,0.629957,1.9e-05,40
5,-5,8,surface,0.997453,0.002547,0.768217,0.000764,40
10,-10,-6,surface,1.0,0.0,0.63,0.0,40
-8,-11,11,surface,0.996905,0.003095,0.627834,0.000928,40
-13,-3,13,surface,1.0,0.0,0.63,0.0,40
-6,-12,-11,surface,1.0,0.0,0.77,0.0,40
8,13,10,surface,1.0,0.0,0.77,0.0,40
14,-1,-11,surface,1.0,0.0,0.77,0.0,40
0,-1,13,surface,0.996842,0.003158,0.767789,0.000947,40
-4,-8,13,surface,0.976231,0.023769,0.753362,0.007131,40
3,-15,6,surface,1.0,0.0,0.77,0.0,40
-6,-8,-11,surface,1.0,0.0,0.63,0.0,40
9,-5,5,surface,0.99685,0.00315,0.767795,0.000945,40
14,-4,-6,surface,1.0,0.0,0.77,0.0,40
10,-12,-3,surface,1.0,0.0,0.63,0.0,40
-3,10,-15,surface,0.996909,0.003091,0.627836,0.000927,40
0,-9,8,surface,0.980079,0.019921,0.756055,0.005976,40
-3,-8,13,surface,0.998452,0.001548,0.768916,0.000464,40
5,5,12,surface,0.998673,0.001327,0.629071,0.000398,40
-7,-8,13,surface,0.999336,0.000664,0.629535,0.000199,40
8,-10,5,surface,0.999777,0.000223,0.769844,6.7e-05,40
-5,-9,14,surface,0.999142,0.000858,0.769399,0.000257,40
-9,1,15,surface,1.0,0.0,0.63,0.0,40
-2,-2,14,surface,0.996908,0.003092,0.627836,0.000928,40
-5,6,-15,surface,0.996909,0.003091,0.627836,0.000927,40
-2,-3,14,surface,0.996909,0.003091,0.627836,0.000927,40
-11,11,0,surface,0.996909,0.003091,0.627836,0.000927,40
14,0,-11,surface,0.996909,0.003091,0.767836,0.000927,40
0,2,-15,surface,0.996909,0.003091,0.767836,0.000927,40
6,12,11,surface,1.0,0.0,0.77,0.0,40
-5,11,12,surface,1.0,0.0,0.77,0.0,40
-7,15,6,surface,1.0,0.0,0.77,0.0,40
8,-8,-9,surface,0.996909,0.003091,0.767836,0.000927,40
5,14,10,surface,0.996909,0.003091,0.627836,0.000927,40
11,-4,-11,surface,0.996909,0.003091,0.767836,0.000927,40
12,-7,1,surface,1.0,0.0,0.63,0.0,40
-4,10,13,surface,0.999876,0.000124,0.629913,3.7e-05,40
8,3,11,surface,0.996493,0.003507,0.767545,0.001052,40
13,4,-14,surface,1.0,0.0,0.63,0.0,40
11,-7,-7,surface,0.999558,0.000442,0.769691,0.000133,40
6,-4,-15,surface,1.0,0.0,0.77,0.0,40
-6,1,15,surface,0.996909,0.003091,0.627836,0.000927,40
14,5,7,surface,1.0,0.0,0.77,0.0,40
-7,5,14,surface,0.996909,0.003091,0.627836,0.000927,40
15,7,5,surface,0.996909,0.003091,0.767836,0.000927,40
0,-15,6,surface,1.0,0.0,0.63,0.0,40
0,8,13,surface,0.996904,0.003096,0.627833,0.000929,40
-14,-6,-8,surface,1.0,0.0,0.77,0.0,40
5,7,-16,surface,0.996909,0.003091,0.627836,0.000927,40
0,1,13,surface,0.996843,0.003157,0.76779,0.000947,40
-13,5,1,surface,0.996895,0.003105,0.767827,0.000931,40
12,-3,-12,surface,1.0,0.0,0.77,0.0,40
-2,10,13,surface,0.999655,0.000345,0.629759,0.000103,40
7,-2,7,surface,0.996682,0.003318,0.767677,0.000996,40
-12,9,-2,surface,0.999999,1e-06,0.629999,0.0,40
-4,10,-15,surface,0.996909,0.003091,0.627836,0.000927,40
16,4,-10,surface,1.0,0.0,0.77,0.0,40
6,-8,7,surface,0.992897,0.007103,0.625028,0.002131,40
6,-7,7,surface,0.993165,0.006835,0.625215,0.002051,40
4,-8,8,surface,0.977806,0.022194,0.754464,0.006658,40
9,7,12,surface,0.996909,0.003091,0.767836,0.000927,40
-6,-15,7,surface,1.0,0.0,0.77,0.0,40
8,-9,-9,surface,1.0,0.0,0.77,0.0,40
-14,2,6,surface,0.996909,0.003091,0.627836,0.000927,40
-6,-1,-14,surface,1.0,0.0,0.77,0.0,40
-8,-12,-10,surface,1.0,0.0,0.77,0.0,40
-14,3,3,surface,0.999998,2e-06,0.769999,1e-06,40
-10,14,1,surface,1.0,0.0,0.63,0.0,40
-4,-15,-10,surface,1.0,0.0,0.77,0.0,40
1,0,13,surface,0.999997,3e-06,0.629998,1e-06,40
-9,-1,15,surface,1.0,0.0,0.77,0.0,40
-5,17,-10,surface,1.0,0.0,0.77,0.0,40
-16,-5,-5,surface,0.998304,0.001696,0.768813,0.000509,40
16,9,2,surface,1.0,0.0,0.77,0.0,40
-10,-16,6,surface,1.0,0.0,0.77,0.0,40
-9,-5,-10,surface,0.9969,0.0031,0.62783,0.00093,40
16,0,-3,surface,1.0,0.0,0.63,0.0,40
-11,13,-5,surface,1.0,0.0,0.77,0.0,40
-16,-8,7,surface,0.999876,0.000124,0.769913,3.7e-05,40
-5,-11,-10,surface,0.996772,0.003228,0.62774,0.000968,40
-7,9,11,surface,0.996908,0.003092,0.627835,0.000928,40
1,4,13,surface,0.995931,0.004069,0.767152,0.001221,40
10,11,-13,surface,1.0,0.0,0.77,0.0,40
-13,4,5,surface,1.0,0.0,0.63,0.0,40
-1,2,-15,surface,1.0,0.0,0.77,0.0,40
4,-16,-1,surface,0.999999,1e-06,0.769999,0.0,40
4,16,-10,surface,0.996909,0.003091,0.627836,0.000927,40
13,4,-13,surface,1.0,0.0,0.77,0.0,40
15,0,-10,surface,0.996909,0.003091,0.767836,0.000927,40
4,16,10,surface,1.0,0.0,0.63,0.0,40
-2,8,-16,surface,1.0,0.0,0.63,0.0,40
16,0,-2,surface,1.0,0.0,0.77,0.0,40
6,-13,5,surface,0.999996,4e-06,0.629997,1e-06,40
12,0,-15,surface,1.0,0.0,0.77,0.0,40
-8,-10,12,surface,0.999999,1e-06,0.769999,0.0,40
-8,1,15,surface,0.996909,0.003091,0.627836,0.000927,40
-4,11,12,surface,0.999876,0.000124,0.769913,3.7e-05,40
-2,-7,-12,surface,0.996908,0.003092,0.767835,0.000928,40
0,-9,-12,surface,1.0,0.0,0.63,0.0,40
-1,-2,14,surface,0.996847,0.003153,0.767793,0.000946,40
-10,-3,-11,surface,0.999993,7e-06,0.629995,2e-06,40
6,6,12,surface,0.996907,0.003093,0.767835,0.000928,40
-7,-15,8,surface,1.0,0.0,0.63,0.0,40
3,17,8,surface,0.996786,0.003214,0.62775,0.000964,40
9,13,-12,surface,1.0,0.0,0.63,0.0,40
14,6,-11,surface,0.996909,0.003091,0.767836,0.000927,40
16,6,-4,surface,0.993818,0.006182,0.765673,0.001855,40
13,-4,3,surface,0.999779,0.000221,0.629845,6.6e-05,40
-14,2,8,surface,0.996909,0.003091,0.767836,0.000927,40
11,8,11,surface,1.0,0.0,0.63,0.0,40
11,-7,2,surface,0.99984,0.00016,0.629888,4.8e-05,40
15,-1,-9,surface,1.0,0.0,0.63,0.0,40
1,-3,-15,surface,1.0,0.0,0.63,0.0,40
3,-13,6,surface,0.987616,0.012384,0.621331,0.003715,40
10,-7,3,surface,0.999615,0.000385,0.769731,0.000115,40
7,-8,6,surface,0.993723,0.006277,0.765606,0.001883,40
5,15,11,surface,1.0,0.0,0.63,0.0,40
13,10,7,surface,1.0,0.0,0.63,0.0,40
-4,-10,11,surface,0.998793,0.001207,0.629155,0.000362,40
1,9,13,surface,1.0,0.0,0.63,0.0,40
4,-9,8,surface,0.998501,0.001499,0.628951,0.00045,40
5,-9,9,surface,0.999433,0.000567,0.769603,0.00017,40
-1,-17,-8,surface,1.0,0.0,0.77,0.0,40
9,15,-10,surface,1.0,0.0,0.77,0.0,40
-11,3,-14,surface,1.0,0.0,0.77,0.0,40
-3,8,-16,surface,1.0,0.0,0.63,0.0,40
-16,-7,7,surface,0.996905,0.003095,0.627834,0.000928,40
-11,9,6,surface,1.0,0.0,0.63,0.0,40
11,2,9,surface,1.0,0.0,0.63,0.0,40
14,5,-13,surface,1.0,0.0,0.77,0.0,40
10,-12,-4,surface,1.0,0.0,0.77,0.0,40
14,13,4,surface,1.0,0.0,0.63,0.0,40
0,-15,5,surface,1.0,0.0,0.77,0.0,40
6,10,-16,surface,1.0,0.0,0.63,0.0,40
-14,0,11,surface,1.0,0.0,0.63,0.0,40
4,3,12,surface,0.996725,0.003275,0.767708,0.000982,40
10,-11,0,surface,0.988666,0.011334,0.622066,0.0034,40
-4,6,13,surface,1.0,0.0,0.63,0.0,40
14,1,-12,surface,0.996909,0.003091,0.767836,0.000927,40
-16,4,0,surface,1.0,0.0,0.77,0.0,40
14,2,-11,surface,0.993818,0.006182,0.625673,0.001855,40
15,12,3,surface,1.0,0.0,0.63,0.0,40
-2,0,14,surface,0.996814,0.003186,0.62777,0.000956,40
-1,1,-15,surface,1.0,0.0,0.77,0.0,40
-9,17,2,surface,1.0,0.0,0.77,0.0,40
-7,-10,12,surface,0.999982,1.8e-05,0.769988,5e-06,40
-14,7,-2,surface,0.996905,0.003095,0.767834,0.000928,40
2,13,13,surface,0.999999,1e-06,0.769999,0.0,40
-10,14,-2,surface,1.0,0.0,0.63,0.0,40
-5,-7,14,surface,0.99914,0.00086,0.769398,0.000258,40
-9,-11,11,surface,0.999938,6.2e-05,0.769957,1.9e-05,40
2,-16,3,surface,0.999999,1e-06,0.769999,0.0,40
12,10,8,surface,0.999999,1e-06,0.629999,0.0,40
7,-12,5,surface,1.0,0.0,0.77,0.0,40
16,3,4,surface,0.999779,0.000221,0.629845,6.6e-05,40
-4,-17,2,surface,1.0,0.0,0.63,0.0,40
-12,-5,13,surface,1.0,0.0,0.63,0.0,40
-9,-4,15,surface,1.0,0.0,0.63,0.0,40
-1,-3,14,surface,0.996847,0.003153,0.627793,0.000946,40
-13,2,-13,surface,0.999971,2.9e-05,0.62998,9e-06,40
-2,-1,-15,surface,1.0,0.0,0.77,0.0,40
-8,5,15,surface,1.0,0.0,0.77,0.0,40
13,1,6,surface,0.995612,0.004388,0.766928,0.001316,40
13,9,-12,surface,1.0,0.0,0.77,0.0,40
13,7,-13,surface,1.0,0.0,0.63,0.0,40
7,10,-15,surface,1.0,0.0,0.63,0.0,40
-5,-8,-11,surface,0.996909,0.003091,0.627836,0.000927,40
6,16,-12,surface,1.0,0.0,0.63,0.0,40
-15,1,6,surface,0.996909,0.003091,0.627836,0.000927,40
12,0,7,surface,0.990125,0.009875,0.763088,0.002962,40
14,4,-12,surface,1.0,0.0,0.63,0.0,40
-2,-16,-10,surface,1.0,0.0,0.77,0.0,40
-9,-12,-10,surface,1.0,0.0,0.63,0.0,40
13,11,7,surface,1.0,0.0,0.63,0.0,40
14,4,-11,surface,0.996909,0.003091,0.767836,0.000927,40
-2,-17,0,surface,1.0,0.0,0.77,0.0,40
16,6,-2,surface,0.993818,0.006182,0.765673,0.001855,40
11,4,10,surface,0.991757,0.008243,0.62423,0.002473,40
-10,-4,-10,surface,0.996904,0.003096,0.767833,0.000929,40
-7,7,13,surface,0.999996,4e-06,0.629997,1e-06,40
3,-4,13,surface,0.992552,0.007448,0.764787,0.002234,40
5,-15,-6,surface,1.0,0.0,0.63,0.0,40
14,6,-12,surface,1.0,0.0,0.63,0.0,40
8,-5,-13,surface,1.0,0.0,0.77,0.0,40
1,-11,8,surface,0.994207,0.005793,0.625945,0.001738,40
10,-5,-11,surface,0.996909,0.003091,0.767836,0.000927,40
11,-9,0,surface,1.0,0.0,0.63,0.0,40
9,5,11,surface,0.996902,0.003098,0.767831,0.000929,40
-9,-5,14,surface,0.999876,0.000124,0.769913,3.7e-05,40
-7,11,10,surface,0.999876,0.000124,0.629913,3.7e-05,40
-13,9,-3,surface,0.999558,0.000442,0.629691,0.000133,40
-2,-13,-11,surface,1.0,0.0,0.63,0.0,40
-1,-9,10,surface,0.998469,0.001531,0.628929,0.000459,40
4,-4,11,surface,0.996835,0.003165,0.627784,0.00095,40
10,0,-15,surface,1.0,0.0,0.77,0.0,40
-15,3,-12,surface,0.98187,0.01813,0.757309,0.005439,40
-6,-9,13,surface,0.998727,0.001273,0.629109,0.000382,40
-16,-2,-2,surface,0.998838,0.001162,0.769186,0.000349,40
-12,3,13,surface,1.0,0.0,0.63,0.0,40
-16,4,-1,surface,0.999938,6.2e-05,0.629957,1.9e-05,40
1,0,-15,surface,0.996909,0.003091,0.767836,0.000927,40
-6,-11,11,surface,0.996905,0.003095,0.767834,0.000928,40
16,-1,-1,surface,0.999991,9e-06,0.629994,3e-06,40
16,5,2,surface,0.999938,6.2e-05,0.629957,1.9e-05,40
16,1,2,surface,0.999876,0.000124,0.629913,3.7e-05,40
-1,-5,-15,surface,1.0,0.0,0.77,0.0,40
16,2,3,surface,1.0,0.0,0.63,0.0,40
16,4,1,surface,1.0,0.0,0.63,0.0,40
16,3,2,surface,1.0,0.0,0.77,0.0,40
-13,3,11,surface,1.0,0.0,0.77,0.0,40
-8,17,3,surface,1.0,0.0,0.63,0.0,40
-4,16,7,surface,1.0,0.0,0.77,0.0,40
2,15,-15,surface,1.0,0.0,0.63,0.0,40
14,7,6,surface,0.996889,0.003111,0.627822,0.000933,40
-3,7,-16,surface,1.0,0.0,0.63,0.0,40
4,-13,7,surface,0.993817,0.006183,0.625672,0.001855,40
13,-3,-12,surface,1.0,0.0,0.77,0.0,40
-14,-7,11,surface,1.0,0.0,0.63,0.0,40
4,-16,0,surface,1.0,0.0,0.63,0.0,40
-15,6,-4,surface,0.99007,0.00993,0.623049,0.002979,40
9,10,-14,surface,0.996909,0.003091,0.767836,0.000927,40
-16,3,-2,surface,0.999999,1e-06,0.629999,0.0,40
-7,1,15,surface,0.996909,0.003091,0.767836,0.000927,40
-7,2,-15,surface,1.0,0.0,0.63,0.0,40
16,4,5,surface,1.0,0.0,0.77,0.0,40
15,-2,0,surface,0.999972,2.8e-05,0.62998,8e-06,40
16,1,-6,surface,1.0,0.0,0.77,0.0,40
-2,-4,15,surface,1.0,0.0,0.63,0.0,40
-1,3,14,surface,0.999876,0.000124,0.629913,3.7e-05,40
-3,-8,-12,surface,0.999991,9e-06,0.769994,3e-06,40
10,10,-13,surface,1.0,0.0,0.63,0.0,40
8,-4,-14,surface,1.0,0.0,0.77,0.0,40
-7,6,13,surface,0.993476,0.006524,0.765433,0.001957,40
-8,13,7,surface,1.0,0.0,0.63,0.0,40
13,-1,6,surface,0.999558,0.000442,0.62969,0.000133,40
5,1,-17,surface,1.0,0.0,0.63,0.0,40
-18,-3,6,surface,0.999434,0.000566,0.769604,0.00017,40
-12,4,12,surface,1.0,0.0,0.77,0.0,40
-1,-1,14,surface,1.0,0.0,0.63,0.0,40
-15,4,0,surface,0.999876,0.000124,0.769913,3.7e-05,40
-2,-16,4,surface,0.996909,0.003091,0.767836,0.000927,40
9,12,10,surface,1.0,0.0,0.77,0.0,40
16,2,-11,surface,1.0,0.0,0.77,0.0,40
-13,6,2,surface,1.0,0.0,0.63,0.0,40
10,12,-12,surface,1.0,0.0,0.77,0.0,40
0,-5,14,surface,0.999937,6.3e-05,0.629956,1.9e-05,40
0,-16,3,surface,1.0,0.0,0.77,0.0,40
4,12,12,surface,0.996909,0.003091,0.767836,0.000927,40
15,5,-11,surface,1.0,0.0,0.63,0.0,40
5,-9,7,surface,0.992108,0.007892,0.624475,0.002368,40
14,-6,-2,surface,1.0,0.0,0.77,0.0,40
6,-16,-2,surface,1.0,0.0,0.77,0.0,40
-3,-2,-14,surface,1.0,0.0,0.63,0.0,40
-15,2,5,surface,1.0,0.0,0.77,0.0,40
-3,-15,7,surface,1.0,0.0,0.77,0.0,40
10,5,12,surface,1.0,0.0,0.77,0.0,40
-16,6,-6,surface,0.999433,0.000567,0.629603,0.00017,40
-8,16,-6,surface,1.0,0.0,0.77,0.0,40
5,0,10,surface,0.9906,0.0094,0.62342,0.00282,40
4,-7,-13,surface,1.0,0.0,0.77,0.0,40
-18,-12,3,surface,1.0,0.0,0.77,0.0,40
10,-7,5,surface,0.999655,0.000345,0.629759,0.000103,40
-3,2,-15,surface,1.0,0.0,0.63,0.0,40
16,12,-3,surface,1.0,0.0,0.63,0.0,40
16,7,4,surface,1.0,0.0,0.77,0.0,40
-17,-2,6,surface,0.998728,0.001272,0.62911,0.000382,40
-5,-18,-7,surface,1.0,0.0,0.77,0.0,40
-11,-11,-9,surface,1.0,0.0,0.77,0.0,40
-7,3,-15,surface,1.0,0.0,0.63,0.0,40
12,-1,6,surface,0.99011,0.00989,0.763077,0.002967,40
-2,-8,13,surface,0.999948,5.2e-05,0.769964,1.6e-05,40
-11,-2,15,surface,1.0,0.0,0.63,0.0,40
-13,-6,12,surface,1.0,0.0,0.77,0.0,40
16,-1,-4,surface,1.0,0.0,0.77,0.0,40
14,-1,-10,surface,0.996909,0.003091,0.627836,0.000927,40
-6,-7,-11,surface,1.0,0.0,0.63,0.0,40
-9,1,-13,surface,0.999876,0.000124,0.629913,3.7e-05,40
3,-6,-14,surface,1.0,0.0,0.63,0.0,40
11,0,7,surface,0.999143,0.000857,0.7694,0.000257,40
15,-1,1,surface,0.999434,0.000566,0.629604,0.00017,40
-11,11,-9,surface,1.0,0.0,0.77,0.0,40
-5,-17,-8,surface,1.0,0.0,0.77,0.0,40
4,-2,-16,surface,1.0,0.0,0.77,0.0,40
15,1,3,surface,0.996755,0.003245,0.767729,0.000973,40
13,-4,-11,surface,1.0,0.0,0.77,0.0,40
11,16,4,surface,0.996909,0.003091,0.627836,0.000927,40
-9,0,-13,surface,0.999987,1.3e-05,0.629991,4e-06,40
0,-8,10,surface,0.997145,0.002855,0.628001,0.000857,40
-1,-9,12,surface,0.999372,0.000628,0.76956,0.000188,40
-8,-6,14,surface,0.999876,0.000124,0.769913,3.7e-05,40
-12,7,3,surface,0.999876,0.000124,0.629913,3.7e-05,40
10,-10,3,surface,0.996688,0.003312,0.767682,0.000994,40
15,6,-10,surface,1.0,0.0,0.77,0.0,40
-7,-15,-10,surface,1.0,0.0,0.77,0.0,40
-7,7,-13,surface,0.993813,0.006187,0.765669,0.001856,40
17,7,-3,surface,1.0,0.0,0.63,0.0,40
-16,-4,-6,surface,0.997099,0.002901,0.76797,0.00087,40
0,15,-14,surface,1.0,0.0,0.77,0.0,40
-6,-5,15,surface,1.0,0.0,0.63,0.0,40
-5,0,15,surface,1.0,0.0,0.63,0.0,40
10,15,7,surface,1.0,0.0,0.63,0.0,40
-15,6,-1,surface,1.0,0.0,0.63,0.0,40
2,2,-16,surface,1.0,0.0,0.77,0.0,40
-4,6,-16,surface,1.0,0.0,0.77,0.0,40
5,13,11,surface,1.0,0.0,0.77,0.0,40
11,11,9,surface,1.0,0.0,0.63,0.0,40
-9,-2,-12,surface,1.0,0.0,0.63,0.0,40
6,6,-16,surface,0.996909,0.003091,0.767836,0.000927,40
3,-15,-8,surface,1.0,0.0,0.77,0.0,40
-2,11,13,surface,0.996889,0.003111,0.627822,0.000933,40
10,-1,7,surface,0.999999,1e-06,0.769999,0.0,40
14,-3,-3,surface,0.993818,0.006182,0.765673,0.001855,40
6,-4,7,surface,0.985367,0.014633,0.619757,0.00439,40
16,1,4,surface,0.999994,6e-06,0.629996,2e-06,40
-18,-5,0,surface,1.0,0.0,0.63,0.0,40
-18,-7,4,surface,1.0,0.0,0.77,0.0,40
-16,0,-4,surface,0.995392,0.004608,0.766774,0.001382,40
14,3,-12,surface,0.993818,0.006182,0.765673,0.001855,40
8,-6,-12,surface,1.0,0.0,0.63,0.0,40
11,4,-16,surface,1.0,0.0,0.77,0.0,40
-9,3,-15,surface,1.0,0.0,0.77,0.0,40
16,0,-7,surface,1.0,0.0,0.63,0.0,40
4,-3,9,surface,0.970666,0.029334,0.609466,0.0088,40
0,-3,14,surface,0.996846,0.003154,0.767793,0.000946,40
8,15,-12,surface,1.0,0.0,0.77,0.0,40
9,3,-17,surface,1.0,0.0,0.77,0.0,40
-2,-15,5,surface,0.996909,0.003091,0.627836,0.000927,40
-10,13,2,surface,0.993818,0.006182,0.625673,0.001855,40
6,-15,3,surface,1.0,0.0,0.63,0.0,40
-14,-9,10,surface,1.0,0.0,0.63,0.0,40
-6,9,12,surface,0.996909,0.003091,0.767836,0.000927,40
11,-10,0,surface,0.996908,0.003092,0.627836,0.000928,40
10,-9,3,surface,0.996777,0.003223,0.627744,0.000967,40
9,-12,3,surface,0.996905,0.003095,0.767834,0.000928,40
-3,9,13,surface,0.999876,0.000124,0.629913,3.7e-05,40
