x,y,z,phenotype,oxygen,C,b,d,sim_time
17,-1,-3,surface,1.0,0.0,0.63,0.0,40
12,17,5,surface,1.0,0.0,0.63,0.0,40
-14,-13,-7,surface,1.0,0.0,0.77,0.0,40
12,-7,3,surface,1.0,0.0,0.63,0.0,40
-7,14,-14,surface,1.0,0.0,0.63,0.0,40
7,19,-11,surface,1.0,0.0,0.77,0.0,40
4,-14,8,surface,1.0,0.0,0.63,0.0,40
7,-13,6,surface,1.0,0.0,0.63,0.0,40
6,-12,7,surface,1.0,0.0,0.63,0.0,40
-1,18,10,surface,1.0,0.0,0.77,0.0,40
-10,17,3,surface,1.0,0.0,0.77,0.0,40
10,-9,5,surface,1.0,0.0,0.63,0.0,40
-15,-13,9,surface,1.0,0.0,0.63,0.0,40
10,-8,4,surface,1.0,0.0,0.77,0.0,40
9,17,-9,surface,1.0,0.0,0.63,0.0,40
1,18,-14,surface,1.0,0.0,0.63,0.0,40
-1,-15,-12,surface,1.0,0.0,0.77,0.0,40
0,-15,7,surface,1.0,0.0,0.77,0.0,40
-2,15,-15,surface,1.0,0.0,0.77,0.0,40
-18,-2,1,surface,1.0,0.0,0.77,0.0,40
-2,-18,-1,surface,1.0,0.0,0.63,0.0,40
-13,-6,-10,surface,1.0,0.0,0.77,0.0,40
16,7,-7,surface,1.0,0.0,0.63,0.0,40
-13,12,-2,surface,1.0,0.0,0.63,0.0,40
-1,-16,-10,surface,1.0,0.0,0.63,0.0,40
2,-9,-13,surface,1.0,0.0,0.77,0.0,40
12,18,-5,surface,1.0,0.0,0.63,0.0,40
5,-13,-10,surface,1.0,0.0,0.63,0.0,40
-2,-13,-13,surface,1.0,0.0,0.63,0.0,40
17,9,-7,surface,1.0,0.0,0.77,0.0,40
9,4,-17,surface,1.0,0.0,0.63,0.0,40
-16,7,-7,surface,0.999938,6.2e-05,0.769957,1.9e-05,40
5,4,-17,surface,1.0,0.0,0.63,0.0,40
-1,15,-14,surface,1.0,0.0,0.63,0.0,40
9,-15,-2,surface,1.0,0.0,0.63,0.0,40
4,3,13,surface,0.999997,3e-06,0.769998,1e-06,40
-20,-10,3,surface,1.0,0.0,0.77,0.0,40
11,-3,6,surface,1.0,0.0,0.77,0.0,40
-13,-16,8,surface,1.0,0.0,0.77,0.0,40
-2,18,9,surface,1.0,0.0,0.77,0.0,40
4,19,9,surface,1.0,0.0,0.77,0.0,40
14,12,7,surface,1.0,0.0,0.63,0.0,40
-17,3,-3,surface,1.0,0.0,0.63,0.0,40
-12,7,7,surface,1.0,0.0,0.77,0.0,40
-18,0,5,surface,1.0,0.0,0.77,0.0,40
6,-15,-6,surface,1.0,0.0,0.63,0.0,40
-12,-18,-6,surface,1.0,0.0,0.77,0.0,40
-12,11,5,surface,1.0,0.0,0.63,0.0,40
16,-3,-2,surface,1.0,0.0,0.77,0.0,40
-13,6,9,surface,1.0,0.0,0.63,0.0,40
12,11,8,surface,1.0,0.0,0.63,0.0,40
-7,-20,-2,surface,1.0,0.0,0.77,0.0,40
-8,-16,-9,surface,1.0,0.0,0.77,0.0,40
-14,-2,15,surface,1.0,0.0,0.77,0.0,40
-5,-4,16,surface,1.0,0.0,0.77,0.0,40
11,-10,3,surface,0.999999,1e-06,0.629999,0.0,40
-3,-16,8,surface,1.0,0.0,0.63,0.0,40
-4,-16,7,surface,1.0,0.0,0.77,0.0,40
4,-15,-10,surface,1.0,0.0,0.77,0.0,40
0,-8,-14,surface,1.0,0.0,0.63,0.0,40
1,-17,3,surface,1.0,0.0,0.63,0.0,40
-19,-5,2,surface,1.0,0.0,0.77,0.0,40
9,15,-11,surface,1.0,0.0,0.63,0.0,40
-10,-13,11,surface,1.0,0.0,0.77,0.0,40
16,3,6,surface,1.0,0.0,0.63,0.0,40
11,-11,1,surface,1.0,0.0,0.63,0.0,40
-6,-15,-11,surface,1.0,0.0,0.77,0.0,40
17,2,-10,surface,1.0,0.0,0.77,0.0,40
1,19,-13,surface,1.0,0.0,0.63,0.0,40
-11,-15,-9,surface,1.0,0.0,0.77,0.0,40
14,7,-13,surface,1.0,0.0,0.63,0.0,40
1,16,12,surface,1.0,0.0,0.77,0.0,40
11,1,-16,surface,1.0,0.0,0.77,0.0,40
-10,5,14,surface,1.0,0.0,0.63,0.0,40
-1,7,-17,surface,1.0,0.0,0.77,0.0,40
15,-5,-3,surface,1.0,0.0,0.77,0.0,40
12,7,-14,surface,1.0,0.0,0.77,0.0,40
-8,-20,-3,surface,1.0,0.0,0.77,0.0,40
2,-18,-5,surface,1.0,0.0,0.63,0.0,40
10,-8,5,surface,0.996905,0.003095,0.767834,0.000928,40
-2,18,-12,surface,1.0,0.0,0.63,0.0,40
-7,10,13,surface,1.0,0.0,0.77,0.0,40
-14,12,-4,surface,1.0,0.0,0.63,0.0,40
17,11,-5,surface,1.0,0.0,0.63,0.0,40
-6,7,-16,surface,1.0,0.0,0.77,0.0,40
4,-1,-17,surface,1.0,0.0,0.77,0.0,40
-10,11,7,surface,1.0,0.0,0.77,0.0,40
-3,-9,12,surface,0.998259,0.001741,0.768781,0.000522,40
-11,-7,14,surface,1.0,0.0,0.77,0.0,40
7,18,-11,surface,1.0,0.0,0.77,0.0,40
1,-14,8,surface,1.0,0.0,0.77,0.0,40
-19,-2,-12,surface,1.0,0.0,0.77,0.0,40
-16,-12,8,surface,1.0,0.0,0.63,0.0,40
-19,-4,6,surface,0.999876,0.000124,0.629913,3.7e-05,40
-19,-14,3,surface,1.0,0.0,0.77,0.0,40
-18,-2,4,surface,0.999962,3.8e-05,0.769974,1.1e-05,40
-15,-2,-8,surface,0.99828,0.00172,0.628796,0.000516,40
-6,14,-14,surface,1.0,0.0,0.63,0.0,40
-17,1,-3,surface,0.999935,6.5e-05,0.629954,2e-05,40
-10,7,12,surface,1.0,0.0,0.77,0.0,40
11,9,-14,surface,1.0,0.0,0.63,0.0,40
12,10,-14,surface,1.0,0.0,0.63,0.0,40
-12,7,10,surface,1.0,0.0,0.63,0.0,40
-16,-13,7,surface,1.0,0.0,0.77,0.0,40
4,-3,-17,surface,1.0,0.0,0.63,0.0,40
-9,-12,12,surface,1.0,0.0,0.77,0.0,40
17,8,-8,surface,1.0,0.0,0.77,0.0,40
-2,16,12,surface,1.0,0.0,0.63,0.0,40
3,-6,11,surface,0.985244,0.014756,0.619671,0.004427,40
-6,4,16,surface,1.0,0.0,0.63,0.0,40
-3,-17,5,surface,1.0,0.0,0.77,0.0,40
0,18,-13,surface,1.0,0.0,0.63,0.0,40
-12,13,4,surface,1.0,0.0,0.77,0.0,40
12,7,-15,surface,1.0,0.0,0.63,0.0,40
13,18,-4,surface,1.0,0.0,0.63,0.0,40
9,7,-17,surface,1.0,0.0,0.63,0.0,40
12,-10,-5,surface,1.0,0.0,0.63,0.0,40
-11,13,0,surface,1.0,0.0,0.63,0.0,40
13,17,-6,surface,1.0,0.0,0.63,0.0,40
-1,19,-12,surface,1.0,0.0,0.77,0.0,40
-12,-6,-11,surface,1.0,0.0,0.77,0.0,40
-16,-18,0,surface,1.0,0.0,0.63,0.0,40
12,18,5,surface,1.0,0.0,0.63,0.0,40
9,-3,-16,surface,1.0,0.0,0.77,0.0,40
8,16,-11,surface,1.0,0.0,0.63,0.0,40
13,18,3,surface,1.0,0.0,0.77,0.0,40
9,-5,-15,surface,1.0,0.0,0.63,0.0,40
4,-15,-8,surface,1.0,0.0,0.77,0.0,40
8,7,-17,surface,1.0,0.0,0.63,0.0,40
-11,11,-12,surface,1.0,0.0,0.77,0.0,40
-20,-11,0,surface,1.0,0.0,0.77,0.0,40
8,8,-17,surface,1.0,0.0,0.63,0.0,40
3,-11,-13,surface,1.0,0.0,0.63,0.0,40
-10,-18,4,surface,1.0,0.0,0.77,0.0,40
16,5,5,surface,1.0,0.0,0.77,0.0,40
-14,1,-13,surface,0.999953,4.7e-05,0.629967,1.4e-05,40
6,15,12,surface,1.0,0.0,0.77,0.0,40
-7,-12,-12,surface,1.0,0.0,0.77,0.0,40
-14,5,6,surface,1.0,0.0,0.77,0.0,40
-1,9,14,surface,1.0,0.0,0.63,0.0,40
-13,12,-5,surface,1.0,0.0,0.77,0.0,40
-7,17,-7,surface,1.0,0.0,0.63,0.0,40
6,-16,-4,surface,1.0,0.0,0.63,0.0,40
6,1,-18,surface,1.0,0.0,0.63,0.0,40
-15,6,0,surface,1.0,0.0,0.63,0.0,40
14,-5,-8,surface,1.0,0.0,0.77,0.0,40
-11,-18,5,surface,1.0,0.0,0.63,0.0,40
5,16,-15,surface,1.0,0.0,0.63,0.0,40
17,5,-5,surface,1.0,0.0,0.77,0.0,40
7,0,9,surface,0.999873,0.000127,0.769911,3.8e-05,40
-4,-12,10,surface,0.99007,0.00993,0.623049,0.002979,40
-20,-9,3,surface,1.0,0.0,0.77,0.0,40
-11,-19,4,surface,1.0,0.0,0.63,0.0,40
14,4,9,surface,1.0,0.0,0.77,0.0,40
5,-16,6,surface,1.0,0.0,0.63,0.0,40
-3,-16,6,surface,1.0,0.0,0.77,0.0,40
-3,-16,-10,surface,1.0,0.0,0.77,0.0,40
2,19,-14,surface,1.0,0.0,0.63,0.0,40
5,19,9,surface,1.0,0.0,0.63,0.0,40
-10,-6,-12,surface,1.0,0.0,0.63,0.0,40
-2,-18,4,surface,1.0,0.0,0.77,0.0,40
-15,8,-3,surface,0.999996,4e-06,0.769997,1e-06,40
-12,12,5,surface,1.0,0.0,0.63,0.0,40
9,16,-9,surface,1.0,0.0,0.63,0.0,40
-13,8,3,surface,1.0,0.0,0.63,0.0,40
17,3,4,surface,0.999999,1e-06,0.769999,0.0,40
-9,19,3,surface,1.0,0.0,0.77,0.0,40
17,9,-1,surface,1.0,0.0,0.77,0.0,40
-4,-2,-15,surface,1.0,0.0,0.77,0.0,40
8,3,-18,surface,1.0,0.0,0.63,0.0,40
3,14,-15,surface,1.0,0.0,0.77,0.0,40
-1,-19,-6,surface,1.0,0.0,0.63,0.0,40
15,14,3,surface,1.0,0.0,0.63,0.0,40
9,-2,-17,surface,1.0,0.0,0.63,0.0,40
-14,-9,-10,surface,1.0,0.0,0.63,0.0,40
15,-1,-12,surface,1.0,0.0,0.77,0.0,40
-6,-5,-12,surface,1.0,0.0,0.77,0.0,40
-8,-8,-11,surface,1.0,0.0,0.77,0.0,40
7,-6,-13,surface,1.0,0.0,0.63,0.0,40
-8,-10,-12,surface,1.0,0.0,0.77,0.0,40
-2,-9,-13,surface,1.0,0.0,0.77,0.0,40
7,-4,-16,surface,1.0,0.0,0.77,0.0,40
-20,-6,5,surface,1.0,0.0,0.77,0.0,40
-5,13,-16,surface,1.0,0.0,0.63,0.0,40
11,18,-6,surface,1.0,0.0,0.77,0.0,40
-14,-18,5,surface,1.0,0.0,0.63,0.0,40
7,-16,-2,surface,1.0,0.0,0.63,0.0,40
7,19,8,surface,1.0,0.0,0.77,0.0,40
-14,7,2,surface,1.0,0.0,0.63,0.0,40
-20,-10,1,surface,1.0,0.0,0.63,0.0,40
-14,-5,12,surface,1.0,0.0,0.77,0.0,40
-4,0,-2,necrotic,0.16345,0.83655,0.033311,0.250965,40
-1,-3,2,necrotic,0.063046,0.936954,0.085599,0.281086,40
-1,5,-1,necrotic,0.254372,0.745628,0.186045,0.223689,40
-2,-3,3,necrotic,0.19307,0.80693,0.048862,0.242079,40
0,-1,0,necrotic,0.02956,0.97044,0.068019,0.291132,40
-2,2,2,necrotic,0.048827,0.951173,0.0,0.285352,40
-1,0,0,necrotic,0.032947,0.967053,0.0,0.290116,40
-2,-2,0,necrotic,0.042886,0.957114,0.075015,0.287134,40
0,3,1,necrotic,0.032145,0.967855,0.069376,0.290356,40
-4,1,0,necrotic,0.165138,0.834862,0.139198,0.250459,40
2,2,2,necrotic,0.05412,0.94588,0.080913,0.283764,40
0,0,0,necrotic,0.02805,0.97195,0.0,0.291585,40
-1,-2,3,necrotic,0.07233,0.92767,0.0,0.278301,40
0,4,2,necrotic,0.136507,0.863493,0.019166,0.259048,40
1,2,0,necrotic,0.038453,0.961547,0.0,0.288464,40
-4,0,-1,necrotic,0.157125,0.842875,0.13499,0.252863,40
0,-1,2,necrotic,0.052594,0.947406,0.0,0.284222,40
-8,-2,-1,necrotic,1.0,0.0,0.5775,0.0,40
-4,-1,0,necrotic,0.139909,0.860091,0.020952,0.258027,40
-1,0,1,necrotic,0.032579,0.967421,0.0,0.290226,40
2,4,0,necrotic,0.135747,0.864253,0.123767,0.259276,40
-6,0,-2,necrotic,0.528174,0.471826,0.224792,0.141548,40
3,-1,-1,necrotic,0.046026,0.953974,0.0,0.286192,40
-8,0,-3,necrotic,1.0,0.0,0.4725,0.0,40
2,-1,-1,necrotic,0.049056,0.950944,0.078254,0.285283,40
2,-1,-3,necrotic,0.042008,0.957992,0.0,0.287398,40
-1,-4,3,necrotic,0.273577,0.726423,0.091128,0.217927,40
0,-1,-2,necrotic,0.062186,0.937814,0.0,0.281344,40
1,1,1,necrotic,0.043286,0.956714,0.075225,0.287014,40
1,-1,-3,necrotic,0.044774,0.955226,0.0,0.286568,40
-1,-2,-2,necrotic,0.073182,0.926818,0.090921,0.278045,40
0,3,0,necrotic,0.023785,0.976215,0.0,0.292865,40
-1,1,3,necrotic,0.0405,0.9595,0.073763,0.28785,40
0,4,-1,necrotic,0.120701,0.879299,0.010868,0.26379,40
0,5,-2,necrotic,0.252473,0.747527,0.080049,0.224258,40
1,0,-2,necrotic,0.063518,0.936482,0.085847,0.280945,40
3,4,0,necrotic,0.263631,0.736369,0.190906,0.220911,40
-1,2,0,necrotic,0.042801,0.957199,0.0,0.28716,40
-1,3,2,necrotic,0.07426,0.92574,0.091487,0.277722,40
-1,4,0,necrotic,0.143438,0.856562,0.022805,0.256969,40
-3,-1,0,necrotic,0.036132,0.963868,0.0,0.28916,40
-7,-1,-2,necrotic,0.725698,0.274302,0.433491,0.082291,40
-5,-2,3,necrotic,0.405346,0.594654,0.265306,0.178396,40
3,1,-2,necrotic,0.056882,0.943118,0.082363,0.282936,40
10,1,-3,non-condensing,1.0,0.0,0.63,0.0,40
1,1,-12,condensing,1.0,0.0,0.77,0.0,40
7,12,3,condensing,1.0,0.0,0.77,0.0,40
-7,-13,-1,condensing,1.0,0.0,0.77,0.0,40
-4,8,7,condensing,1.0,0.0,0.77,0.0,40
5,-3,-14,condensing,0.851636,0.148364,0.666145,0.044509,40
-3,-4,14,non-condensing,0.996909,0.003091,0.627836,0.000927,40
-3,0,-14,condensing,0.996909,0.003091,0.767836,0.000927,40
13,3,-12,condensing,0.857818,0.142182,0.670473,0.042655,40
1,11,9,non-condensing,1.0,0.0,0.63,0.0,40
-12,-4,-5,non-condensing,1.0,0.0,0.63,0.0,40
-1,6,-14,non-condensing,0.854727,0.145273,0.528309,0.043582,40
9,-8,0,non-condensing,0.839374,0.160626,0.517561,0.048188,40
1,7,-4,condensing,1.0,0.0,0.77,0.0,40
9,1,6,non-condensing,0.846066,0.153934,0.522246,0.04618,40
9,-4,4,condensing,0.9785,0.0215,0.75495,0.00645,40
-15,-7,-2,non-condensing,0.835846,0.164154,0.515092,0.049246,40
-1,-15,0,non-condensing,0.993757,0.006243,0.62563,0.001873,40
-2,-7,10,non-condensing,0.807475,0.192525,0.495233,0.057757,40
0,-13,-2,non-condensing,1.0,0.0,0.63,0.0,40
5,0,-14,condensing,0.848084,0.151916,0.663659,0.045575,40
-4,-12,-4,condensing,1.0,0.0,0.77,0.0,40
6,-12,-5,condensing,0.854265,0.145735,0.667985,0.043721,40
3,14,3,condensing,1.0,0.0,0.77,0.0,40
-9,-4,-6,non-condensing,1.0,0.0,0.63,0.0,40
-2,14,6,condensing,0.839464,0.160536,0.657625,0.048161,40
-6,3,7,non-condensing,1.0,0.0,0.63,0.0,40
0,15,-6,non-condensing,0.829032,0.170968,0.510322,0.05129,40
4,-6,-4,non-condensing,1.0,0.0,0.63,0.0,40
3,2,-9,condensing,1.0,0.0,0.77,0.0,40
9,0,3,non-condensing,1.0,0.0,0.63,0.0,40
5,-6,-10,non-condensing,1.0,0.0,0.63,0.0,40
1,14,-11,non-condensing,0.984541,0.015459,0.619179,0.004638,40
-5,-12,-3,non-condensing,1.0,0.0,0.63,0.0,40
-3,1,4,non-condensing,0.651167,0.348833,0.385817,0.10465,40
-8,4,13,non-condensing,0.854727,0.145273,0.528309,0.043582,40
7,8,-16,condensing,1.0,0.0,0.77,0.0,40
5,7,0,condensing,1.0,0.0,0.77,0.0,40
-13,2,1,non-condensing,1.0,0.0,0.63,0.0,40
-10,4,-5,non-condensing,1.0,0.0,0.63,0.0,40
-1,7,-3,non-condensing,0.931959,0.068041,0.582371,0.020412,40
2,-10,-4,condensing,1.0,0.0,0.77,0.0,40
4,-1,1,non-condensing,0.347061,0.652939,0.172942,0.195882,40
-7,-3,-11,non-condensing,0.999845,0.000155,0.629892,4.6e-05,40
-5,8,-15,condensing,1.0,0.0,0.77,0.0,40
-4,17,3,non-condensing,0.990727,0.009273,0.623509,0.002782,40
2,17,4,non-condensing,0.840283,0.159717,0.518198,0.047915,40
7,-7,4,condensing,1.0,0.0,0.77,0.0,40
-4,-11,5,non-condensing,1.0,0.0,0.63,0.0,40
-9,-11,-5,non-condensing,1.0,0.0,0.63,0.0,40
-1,4,-10,condensing,1.0,0.0,0.77,0.0,40
10,6,-6,non-condensing,1.0,0.0,0.63,0.0,40
7,5,-5,non-condensing,1.0,0.0,0.63,0.0,40
-7,4,9,non-condensing,1.0,0.0,0.63,0.0,40
10,4,-14,condensing,0.854666,0.145334,0.668266,0.0436,40
15,5,5,condensing,1.0,0.0,0.77,0.0,40
4,16,-14,non-condensing,1.0,0.0,0.63,0.0,40
-11,2,10,non-condensing,0.845086,0.154914,0.52156,0.046474,40
2,6,-10,non-condensing,1.0,0.0,0.63,0.0,40
-3,4,-7,non-condensing,1.0,0.0,0.63,0.0,40
8,4,10,non-condensing,0.982678,0.017322,0.617875,0.005197,40
12,17,2,non-condensing,1.0,0.0,0.63,0.0,40
-6,3,-14,condensing,0.996909,0.003091,0.767836,0.000927,40
4,-1,-5,non-condensing,1.0,0.0,0.63,0.0,40
-6,18,-3,non-condensing,1.0,0.0,0.63,0.0,40
10,-7,2,condensing,0.989449,0.010551,0.762614,0.003165,40
-4,-13,-10,condensing,0.996909,0.003091,0.767836,0.000927,40
-7,8,3,non-condensing,1.0,0.0,0.63,0.0,40
3,4,5,condensing,0.526877,0.473123,0.438814,0.141937,40
5,-11,-5,condensing,1.0,0.0,0.77,0.0,40
-8,-13,-7,non-condensing,0.848484,0.151516,0.523939,0.045455,40
0,9,-6,non-condensing,1.0,0.0,0.63,0.0,40
2,-12,7,non-condensing,0.996846,0.003154,0.627792,0.000946,40
17,9,-4,non-condensing,1.0,0.0,0.63,0.0,40
9,6,-10,non-condensing,1.0,0.0,0.63,0.0,40
15,13,1,condensing,1.0,0.0,0.77,0.0,40
-10,4,-12,condensing,0.854349,0.145651,0.668045,0.043695,40
-7,-9,-6,condensing,1.0,0.0,0.77,0.0,40
0,-9,-7,non-condensing,1.0,0.0,0.63,0.0,40
-2,17,3,non-condensing,0.987636,0.012364,0.621345,0.003709,40
6,6,10,non-condensing,0.83414,0.16586,0.513898,0.049758,40
-5,-6,-4,non-condensing,1.0,0.0,0.63,0.0,40
-2,9,12,condensing,0.993238,0.006762,0.765266,0.002029,40
0,7,12,condensing,0.983902,0.016098,0.758732,0.004829,40
-5,-7,13,non-condensing,0.971948,0.028052,0.610364,0.008416,40
-13,-2,10,condensing,0.990727,0.009273,0.763509,0.002782,40
5,0,-16,condensing,1.0,0.0,0.77,0.0,40
-5,-7,0,non-condensing,1.0,0.0,0.63,0.0,40
-5,-7,-9,non-condensing,0.834815,0.165185,0.51437,0.049556,40
0,0,-14,non-condensing,0.990727,0.009273,0.623509,0.002782,40
-3,8,-7,condensing,1.0,0.0,0.77,0.0,40
14,10,5,non-condensing,0.996909,0.003091,0.627836,0.000927,40
-11,-14,3,non-condensing,0.843054,0.156946,0.520138,0.047084,40
9,11,7,condensing,0.850114,0.149886,0.66508,0.044966,40
1,-12,0,condensing,1.0,0.0,0.77,0.0,40
5,-5,2,condensing,1.0,0.0,0.77,0.0,40
14,2,-4,condensing,0.834693,0.165307,0.654285,0.049592,40
-4,-4,6,non-condensing,1.0,0.0,0.63,0.0,40
0,0,-12,non-condensing,0.829096,0.170904,0.510367,0.051271,40
-3,8,-10,condensing,1.0,0.0,0.77,0.0,40
13,14,4,non-condensing,1.0,0.0,0.63,0.0,40
-7,7,-4,condensing,1.0,0.0,0.77,0.0,40
16,4,-5,non-condensing,1.0,0.0,0.63,0.0,40
-8,5,-12,non-condensing,0.844542,0.155458,0.52118,0.046637,40
2,11,11,condensing,0.851338,0.148662,0.665937,0.044599,40
-10,3,-4,non-condensing,1.0,0.0,0.63,0.0,40
-2,3,-12,non-condensing,0.838165,0.161835,0.516716,0.04855,40
-2,-13,-10,condensing,0.996909,0.003091,0.767836,0.000927,40
-2,-14,-6,non-condensing,0.839753,0.160247,0.517827,0.048074,40
-2,14,-14,condensing,1.0,0.0,0.77,0.0,40
3,11,-7,non-condensing,1.0,0.0,0.63,0.0,40
10,16,2,non-condensing,0.848545,0.151455,0.523982,0.045436,40
-12,2,-10,non-condensing,0.975522,0.024478,0.612865,0.007343,40
-10,-15,-8,non-condensing,1.0,0.0,0.63,0.0,40
4,8,-11,non-condensing,1.0,0.0,0.63,0.0,40
0,-1,-8,condensing,1.0,0.0,0.77,0.0,40
11,3,-2,condensing,1.0,0.0,0.77,0.0,40
5,9,12,condensing,0.860893,0.139107,0.672625,0.041732,40
3,11,7,condensing,1.0,0.0,0.77,0.0,40
-5,15,1,condensing,1.0,0.0,0.77,0.0,40
-7,-12,0,condensing,1.0,0.0,0.77,0.0,40
-4,-11,8,condensing,1.0,0.0,0.77,0.0,40
2,14,-1,non-condensing,1.0,0.0,0.63,0.0,40
-3,2,8,condensing,1.0,0.0,0.77,0.0,40
-5,-12,5,non-condensing,0.82184,0.17816,0.505288,0.053448,40
2,-7,6,non-condensing,0.809137,0.190863,0.496396,0.057259,40
-5,9,12,non-condensing,0.999995,5e-06,0.629996,2e-06,40
-9,7,2,condensing,0.848198,0.151802,0.663739,0.045541,40
-14,0,9,non-condensing,1.0,0.0,0.63,0.0,40
-3,-11,8,condensing,0.951066,0.048934,0.735746,0.01468,40
5,-9,-5,non-condensing,1.0,0.0,0.63,0.0,40
8,1,-5,non-condensing,1.0,0.0,0.63,0.0,40
-10,5,3,non-condensing,1.0,0.0,0.63,0.0,40
2,13,-8,condensing,1.0,0.0,0.77,0.0,40
-10,-11,-5,condensing,0.828993,0.171007,0.650295,0.051302,40
4,4,4,condensing,1.0,0.0,0.77,0.0,40
-12,-12,6,condensing,0.845203,0.154797,0.661642,0.046439,40
-3,3,-2,non-condensing,0.473672,0.526328,0.26157,0.157898,40
-8,3,3,condensing,1.0,0.0,0.77,0.0,40
-6,-16,-3,non-condensing,0.848475,0.151525,0.523933,0.045457,40
8,1,-14,non-condensing,0.848237,0.151763,0.523766,0.045529,40
-6,-16,-4,non-condensing,0.845333,0.154667,0.521733,0.0464,40
-12,-2,11,condensing,0.857501,0.142499,0.670251,0.04275,40
-13,0,8,non-condensing,0.85472,0.14528,0.528304,0.043584,40
-8,6,4,non-condensing,0.837512,0.162488,0.516259,0.048746,40
-2,-7,0,condensing,1.0,0.0,0.77,0.0,40
-12,-3,12,condensing,0.996909,0.003091,0.767836,0.000927,40
7,-13,-3,condensing,0.990727,0.009273,0.763509,0.002782,40
3,-14,-3,condensing,0.851391,0.148609,0.665974,0.044583,40
10,15,-7,non-condensing,0.993818,0.006182,0.625673,0.001855,40
-8,-13,-3,non-condensing,1.0,0.0,0.63,0.0,40
-1,-10,-4,condensing,1.0,0.0,0.77,0.0,40
-11,-12,7,condensing,0.841807,0.158193,0.659265,0.047458,40
5,4,-9,non-condensing,1.0,0.0,0.63,0.0,40
-14,-6,6,condensing,0.826551,0.173449,0.648586,0.052035,40
6,11,-16,condensing,1.0,0.0,0.77,0.0,40
-2,4,-1,condensing,0.315467,0.684533,0.290827,0.20536,40
-2,5,-15,non-condensing,0.996909,0.003091,0.627836,0.000927,40
-1,-11,-8,non-condensing,1.0,0.0,0.63,0.0,40
4,-2,6,non-condensing,0.831355,0.168645,0.511948,0.050594,40
1,11,-2,non-condensing,1.0,0.0,0.63,0.0,40
2,4,-10,condensing,1.0,0.0,0.77,0.0,40
4,0,1,condensing,0.734268,0.265732,0.583988,0.07972,40
8,15,-8,non-condensing,0.860909,0.139091,0.532636,0.041727,40
1,-12,2,non-condensing,0.807773,0.192227,0.495441,0.057668,40
1,-9,-10,condensing,0.853637,0.146363,0.667546,0.043909,40
-14,-14,-5,condensing,1.0,0.0,0.77,0.0,40
2,1,-14,condensing,0.848363,0.151637,0.663854,0.045491,40
4,7,-10,condensing,1.0,0.0,0.77,0.0,40
-11,0,13,non-condensing,0.857798,0.142202,0.530459,0.042661,40
-3,-12,-9,non-condensing,0.852703,0.147297,0.526892,0.044189,40
-16,-11,0,condensing,0.847968,0.152032,0.663577,0.04561,40
-7,-8,0,condensing,1.0,0.0,0.77,0.0,40
-5,-7,11,condensing,0.819131,0.180869,0.643392,0.054261,40
12,-2,5,non-condensing,0.991736,0.008264,0.624215,0.002479,40
-10,4,10,non-condensing,0.851514,0.148486,0.52606,0.044546,40
-4,4,-8,non-condensing,1.0,0.0,0.63,0.0,40
3,-9,-12,condensing,0.996909,0.003091,0.767836,0.000927,40
-8,5,-4,condensing,1.0,0.0,0.77,0.0,40
-9,-8,5,condensing,1.0,0.0,0.77,0.0,40
-1,-18,-5,non-condensing,1.0,0.0,0.63,0.0,40
-7,10,-11,condensing,0.840337,0.159663,0.658236,0.047899,40
-12,-14,3,condensing,0.848301,0.151699,0.663811,0.04551,40
4,10,12,condensing,0.996893,0.003107,0.767825,0.000932,40
-1,-10,-3,non-condensing,1.0,0.0,0.63,0.0,40
-3,5,-7,non-condensing,1.0,0.0,0.63,0.0,40
-3,11,1,condensing,1.0,0.0,0.77,0.0,40
7,15,-12,condensing,1.0,0.0,0.77,0.0,40
11,-5,-9,non-condensing,0.854727,0.145273,0.528309,0.043582,40
2,8,-1,non-condensing,1.0,0.0,0.63,0.0,40
-12,7,-4,non-condensing,1.0,0.0,0.63,0.0,40
3,12,3,condensing,1.0,0.0,0.77,0.0,40
-7,-13,0,non-condensing,1.0,0.0,0.63,0.0,40
-9,8,-12,non-condensing,0.845863,0.154137,0.522104,0.046241,40
-12,-13,5,non-condensing,0.848363,0.151637,0.523854,0.045491,40
1,9,-13,non-condensing,0.838578,0.161422,0.517005,0.048427,40
-1,16,1,condensing,0.834337,0.165663,0.654036,0.049699,40
-4,1,-14,non-condensing,1.0,0.0,0.63,0.0,40
-8,4,-3,non-condensing,1.0,0.0,0.63,0.0,40
-5,19,-5,non-condensing,1.0,0.0,0.63,0.0,40
-9,-1,6,condensing,1.0,0.0,0.77,0.0,40
-5,-16,0,condensing,0.854666,0.145334,0.668266,0.0436,40
-10,-14,-4,condensing,0.845455,0.154545,0.661818,0.046364,40
2,3,-14,condensing,0.848485,0.151515,0.663939,0.045455,40
-10,11,-1,non-condensing,0.851636,0.148364,0.526145,0.044509,40
-3,10,-5,non-condensing,1.0,0.0,0.63,0.0,40
-13,-12,-7,condensing,1.0,0.0,0.77,0.0,40
1,7,6,non-condensing,1.0,0.0,0.63,0.0,40
-10,-3,14,non-condensing,0.996785,0.003215,0.62775,0.000964,40
2,-13,-4,condensing,0.829229,0.170771,0.65046,0.051231,40
12,8,-10,non-condensing,0.849495,0.150505,0.524647,0.045151,40
6,11,7,non-condensing,0.803145,0.196855,0.492202,0.059056,40
-2,6,-12,condensing,1.0,0.0,0.77,0.0,40
